calendar_date,date_source,video_id,video_url,title,transcript_path,channel,slug,asset,weight_pct,size,instrument,confidence
2026-03-26,portfolio,2UrmYOUvW-w,https://www.youtube.com/watch?v=2UrmYOUvW-w,I Can't Believe It,youtube/transcripts-top/crypto-currently/undated-i-can-t-believe-it.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,2X4vftUb1P4,https://www.youtube.com/watch?v=2X4vftUb1P4,How High Can Bitcoin Really Go?,youtube/transcripts-top/crypto-currently/undated-how-high-can-bitcoin-really-go.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,2X4vftUb1P4,https://www.youtube.com/watch?v=2X4vftUb1P4,How High Can Bitcoin Really Go?,youtube/transcripts-top/crypto-currently/undated-how-high-can-bitcoin-really-go.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,2X4vftUb1P4,https://www.youtube.com/watch?v=2X4vftUb1P4,How High Can Bitcoin Really Go?,youtube/transcripts-top/crypto-currently/undated-how-high-can-bitcoin-really-go.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
,,2X4vftUb1P4,https://www.youtube.com/watch?v=2X4vftUb1P4,How High Can Bitcoin Really Go?,youtube/transcripts-top/crypto-currently/undated-how-high-can-bitcoin-really-go.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
2025-10-01,portfolio,2XNtpfa00zg,https://www.youtube.com/watch?v=2XNtpfa00zg,Can You Feel It?,youtube/transcripts-top/crypto-currently/undated-can-you-feel-it.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
2025-10-01,portfolio,2XNtpfa00zg,https://www.youtube.com/watch?v=2XNtpfa00zg,Can You Feel It?,youtube/transcripts-top/crypto-currently/undated-can-you-feel-it.md,crypto-currently,crypto-currently,USD,,small,cash,0.7
,,2a9Sx7FLFjs,https://www.youtube.com/watch?v=2a9Sx7FLFjs,Bitcoin's Moment of Truth,youtube/transcripts-top/crypto-currently/undated-bitcoin-s-moment-of-truth.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
,,2a9Sx7FLFjs,https://www.youtube.com/watch?v=2a9Sx7FLFjs,Bitcoin's Moment of Truth,youtube/transcripts-top/crypto-currently/undated-bitcoin-s-moment-of-truth.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
,,2bvaT2baQ3Q,https://www.youtube.com/watch?v=2bvaT2baQ3Q,Don't Fall For It,youtube/transcripts-top/crypto-currently/undated-don-t-fall-for-it-2bvaT2baQ3Q.md,crypto-currently,crypto-currently,BTC,,large,spot,0.9
,,2bvaT2baQ3Q,https://www.youtube.com/watch?v=2bvaT2baQ3Q,Don't Fall For It,youtube/transcripts-top/crypto-currently/undated-don-t-fall-for-it-2bvaT2baQ3Q.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
,,2bvaT2baQ3Q,https://www.youtube.com/watch?v=2bvaT2baQ3Q,Don't Fall For It,youtube/transcripts-top/crypto-currently/undated-don-t-fall-for-it-2bvaT2baQ3Q.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
,,2kh43KCr77A,https://www.youtube.com/watch?v=2kh43KCr77A,I'm Selling More,youtube/transcripts-top/crypto-currently/undated-i-m-selling-more.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,2kh43KCr77A,https://www.youtube.com/watch?v=2kh43KCr77A,I'm Selling More,youtube/transcripts-top/crypto-currently/undated-i-m-selling-more.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
2025-12-21,portfolio,2nKHiLoFst8,https://www.youtube.com/watch?v=2nKHiLoFst8,It Has Begun,youtube/transcripts-top/crypto-currently/2025-12-21-it-has-begun.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
2025-12-21,portfolio,2nKHiLoFst8,https://www.youtube.com/watch?v=2nKHiLoFst8,It Has Begun,youtube/transcripts-top/crypto-currently/2025-12-21-it-has-begun.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
2025-12-21,portfolio,2nKHiLoFst8,https://www.youtube.com/watch?v=2nKHiLoFst8,It Has Begun,youtube/transcripts-top/crypto-currently/2025-12-21-it-has-begun.md,crypto-currently,crypto-currently,SOL,,medium,spot,0.9
2025-12-21,portfolio,2nKHiLoFst8,https://www.youtube.com/watch?v=2nKHiLoFst8,It Has Begun,youtube/transcripts-top/crypto-currently/2025-12-21-it-has-begun.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
,,35TRNoaDr88,https://www.youtube.com/watch?v=35TRNoaDr88,I'm Buying,youtube/transcripts-top/crypto-currently/undated-i-m-buying.md,crypto-currently,crypto-currently,BTC,,,spot,0.9
,,35TRNoaDr88,https://www.youtube.com/watch?v=35TRNoaDr88,I'm Buying,youtube/transcripts-top/crypto-currently/undated-i-m-buying.md,crypto-currently,crypto-currently,XRP,,small,spot,0.7
,,35TRNoaDr88,https://www.youtube.com/watch?v=35TRNoaDr88,I'm Buying,youtube/transcripts-top/crypto-currently/undated-i-m-buying.md,crypto-currently,crypto-currently,DOGE,,small,spot,0.7
,,35TRNoaDr88,https://www.youtube.com/watch?v=35TRNoaDr88,I'm Buying,youtube/transcripts-top/crypto-currently/undated-i-m-buying.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
,,35TRNoaDr88,https://www.youtube.com/watch?v=35TRNoaDr88,I'm Buying,youtube/transcripts-top/crypto-currently/undated-i-m-buying.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,37OBATYIA18,https://www.youtube.com/watch?v=37OBATYIA18,The Bitcoin Selling Cycle,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-selling-cycle.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,37OBATYIA18,https://www.youtube.com/watch?v=37OBATYIA18,The Bitcoin Selling Cycle,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-selling-cycle.md,crypto-currently,crypto-currently,ETH,,small,spot,0.7
,,37OBATYIA18,https://www.youtube.com/watch?v=37OBATYIA18,The Bitcoin Selling Cycle,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-selling-cycle.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
,,37OBATYIA18,https://www.youtube.com/watch?v=37OBATYIA18,The Bitcoin Selling Cycle,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-selling-cycle.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
2025-12-21,portfolio,3HDYSGGPz6Q,https://www.youtube.com/watch?v=3HDYSGGPz6Q,I Can't Believe This,youtube/transcripts-top/crypto-currently/2025-12-21-i-can-t-believe-this.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,3IbgxBAURUU,https://www.youtube.com/watch?v=3IbgxBAURUU,It's Time To Pay Attention,youtube/transcripts-top/crypto-currently/undated-it-s-time-to-pay-attention-3IbgxBAURUU.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
2026-04-02,portfolio,3eFVfvXgjF4,https://www.youtube.com/watch?v=3eFVfvXgjF4,We Have Seen This Before,youtube/transcripts-top/crypto-currently/undated-we-have-seen-this-before.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
2026-04-02,portfolio,3eFVfvXgjF4,https://www.youtube.com/watch?v=3eFVfvXgjF4,We Have Seen This Before,youtube/transcripts-top/crypto-currently/undated-we-have-seen-this-before.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
2026-04-02,portfolio,3eFVfvXgjF4,https://www.youtube.com/watch?v=3eFVfvXgjF4,We Have Seen This Before,youtube/transcripts-top/crypto-currently/undated-we-have-seen-this-before.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,3eWva40HVE4,https://www.youtube.com/watch?v=3eWva40HVE4,This Changes Everything,youtube/transcripts-top/crypto-currently/undated-this-changes-everything.md,crypto-currently,crypto-currently,BTC,,large,spot,0.9
,,3eWva40HVE4,https://www.youtube.com/watch?v=3eWva40HVE4,This Changes Everything,youtube/transcripts-top/crypto-currently/undated-this-changes-everything.md,crypto-currently,crypto-currently,USD,,medium,cash,0.5
,,420Xss5URdU,https://www.youtube.com/watch?v=420Xss5URdU,Are You Prepared?,youtube/transcripts-top/crypto-currently/undated-are-you-prepared.md,crypto-currently,crypto-currently,BTC,,large,spot,0.9
,,420Xss5URdU,https://www.youtube.com/watch?v=420Xss5URdU,Are You Prepared?,youtube/transcripts-top/crypto-currently/undated-are-you-prepared.md,crypto-currently,crypto-currently,USD,,medium,cash,0.85
,,420Xss5URdU,https://www.youtube.com/watch?v=420Xss5URdU,Are You Prepared?,youtube/transcripts-top/crypto-currently/undated-are-you-prepared.md,crypto-currently,crypto-currently,USD,,medium,cash,0.85
2026-02-19,portfolio,4FN-1ygBawc,https://www.youtube.com/watch?v=4FN-1ygBawc,This Time IS Different,youtube/transcripts-top/crypto-currently/2026-02-19-this-time-is-different.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
2026-02-19,portfolio,4FN-1ygBawc,https://www.youtube.com/watch?v=4FN-1ygBawc,This Time IS Different,youtube/transcripts-top/crypto-currently/2026-02-19-this-time-is-different.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
,,4kA1vea0Sy0,https://www.youtube.com/watch?v=4kA1vea0Sy0,Are we in Trouble?,youtube/transcripts-top/crypto-currently/undated-are-we-in-trouble.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,4kA1vea0Sy0,https://www.youtube.com/watch?v=4kA1vea0Sy0,Are we in Trouble?,youtube/transcripts-top/crypto-currently/undated-are-we-in-trouble.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,4kA1vea0Sy0,https://www.youtube.com/watch?v=4kA1vea0Sy0,Are we in Trouble?,youtube/transcripts-top/crypto-currently/undated-are-we-in-trouble.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
,,4kA1vea0Sy0,https://www.youtube.com/watch?v=4kA1vea0Sy0,Are we in Trouble?,youtube/transcripts-top/crypto-currently/undated-are-we-in-trouble.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,4l1zeXWjTBk,https://www.youtube.com/watch?v=4l1zeXWjTBk,This Is INSANE,youtube/transcripts-top/crypto-currently/undated-this-is-insane.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,4l1zeXWjTBk,https://www.youtube.com/watch?v=4l1zeXWjTBk,This Is INSANE,youtube/transcripts-top/crypto-currently/undated-this-is-insane.md,crypto-currently,crypto-currently,SOL,,small,spot,0.9
,,4l1zeXWjTBk,https://www.youtube.com/watch?v=4l1zeXWjTBk,This Is INSANE,youtube/transcripts-top/crypto-currently/undated-this-is-insane.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,4xaIAvyhQUA,https://www.youtube.com/watch?v=4xaIAvyhQUA,Don't Get Fooled,youtube/transcripts-top/crypto-currently/undated-don-t-get-fooled-4xaIAvyhQUA.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
2025-09-27,portfolio,5ac2fhpgUTM,https://www.youtube.com/watch?v=5ac2fhpgUTM,It Was Right Again,youtube/transcripts-top/crypto-currently/undated-it-was-right-again.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
2025-09-27,portfolio,5ac2fhpgUTM,https://www.youtube.com/watch?v=5ac2fhpgUTM,It Was Right Again,youtube/transcripts-top/crypto-currently/undated-it-was-right-again.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
2025-09-27,portfolio,5ac2fhpgUTM,https://www.youtube.com/watch?v=5ac2fhpgUTM,It Was Right Again,youtube/transcripts-top/crypto-currently/undated-it-was-right-again.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
2025-09-27,portfolio,5ac2fhpgUTM,https://www.youtube.com/watch?v=5ac2fhpgUTM,It Was Right Again,youtube/transcripts-top/crypto-currently/undated-it-was-right-again.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
,,5gFOfxynQT4,https://www.youtube.com/watch?v=5gFOfxynQT4,It's Actually Happening,youtube/transcripts-top/crypto-currently/undated-it-s-actually-happening-5gFOfxynQT4.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,5gFOfxynQT4,https://www.youtube.com/watch?v=5gFOfxynQT4,It's Actually Happening,youtube/transcripts-top/crypto-currently/undated-it-s-actually-happening-5gFOfxynQT4.md,crypto-currently,crypto-currently,ETH,,small,spot,0.7
,,5gFOfxynQT4,https://www.youtube.com/watch?v=5gFOfxynQT4,It's Actually Happening,youtube/transcripts-top/crypto-currently/undated-it-s-actually-happening-5gFOfxynQT4.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
,,5gFOfxynQT4,https://www.youtube.com/watch?v=5gFOfxynQT4,It's Actually Happening,youtube/transcripts-top/crypto-currently/undated-it-s-actually-happening-5gFOfxynQT4.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
,,5zn-VBCi9ls,https://www.youtube.com/watch?v=5zn-VBCi9ls,Don't Fall For It,youtube/transcripts-top/crypto-currently/undated-don-t-fall-for-it.md,crypto-currently,crypto-currently,BTC,,,spot,0.9
,,5zn-VBCi9ls,https://www.youtube.com/watch?v=5zn-VBCi9ls,Don't Fall For It,youtube/transcripts-top/crypto-currently/undated-don-t-fall-for-it.md,crypto-currently,crypto-currently,USD,,,cash,0.5
,,6WFz2_ovYHM,https://www.youtube.com/watch?v=6WFz2_ovYHM,This Time Is NOT Different,youtube/transcripts-top/crypto-currently/undated-this-time-is-not-different.md,crypto-currently,crypto-currently,BTC,,,spot,0.9
,,6WFz2_ovYHM,https://www.youtube.com/watch?v=6WFz2_ovYHM,This Time Is NOT Different,youtube/transcripts-top/crypto-currently/undated-this-time-is-not-different.md,crypto-currently,crypto-currently,ETH,,,spot,0.9
,,6WFz2_ovYHM,https://www.youtube.com/watch?v=6WFz2_ovYHM,This Time Is NOT Different,youtube/transcripts-top/crypto-currently/undated-this-time-is-not-different.md,crypto-currently,crypto-currently,USD,,,cash,0.5
,,6j_8oDmUiUw,https://www.youtube.com/watch?v=6j_8oDmUiUw,Don't Fall For It,youtube/transcripts-top/crypto-currently/undated-don-t-fall-for-it-6j_8oDmUiUw.md,crypto-currently,crypto-currently,USD,,,cash,0.9
,,6j_8oDmUiUw,https://www.youtube.com/watch?v=6j_8oDmUiUw,Don't Fall For It,youtube/transcripts-top/crypto-currently/undated-don-t-fall-for-it-6j_8oDmUiUw.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,7EwO-fn5ArE,https://www.youtube.com/watch?v=7EwO-fn5ArE,The Bitcoin July Trap,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-july-trap.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,7EwO-fn5ArE,https://www.youtube.com/watch?v=7EwO-fn5ArE,The Bitcoin July Trap,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-july-trap.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
,,7zqE5Oxzutc,https://www.youtube.com/watch?v=7zqE5Oxzutc,This Time Really Is Different,youtube/transcripts-top/crypto-currently/undated-this-time-really-is-different.md,crypto-currently,crypto-currently,BTC,,large,spot,0.9
,,7zqE5Oxzutc,https://www.youtube.com/watch?v=7zqE5Oxzutc,This Time Really Is Different,youtube/transcripts-top/crypto-currently/undated-this-time-really-is-different.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.8
,,7zqE5Oxzutc,https://www.youtube.com/watch?v=7zqE5Oxzutc,This Time Really Is Different,youtube/transcripts-top/crypto-currently/undated-this-time-really-is-different.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
,,7zqE5Oxzutc,https://www.youtube.com/watch?v=7zqE5Oxzutc,This Time Really Is Different,youtube/transcripts-top/crypto-currently/undated-this-time-really-is-different.md,crypto-currently,crypto-currently,USD,,large,cash,0.9
,,81SMFt14vkQ,https://www.youtube.com/watch?v=81SMFt14vkQ,It's Happening Again,youtube/transcripts-top/crypto-currently/undated-it-s-happening-again-81SMFt14vkQ.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,81SMFt14vkQ,https://www.youtube.com/watch?v=81SMFt14vkQ,It's Happening Again,youtube/transcripts-top/crypto-currently/undated-it-s-happening-again-81SMFt14vkQ.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
2025-12-21,portfolio,8EZRjf1lgi0,https://www.youtube.com/watch?v=8EZRjf1lgi0,It's Actually Happening,youtube/transcripts-top/crypto-currently/2025-12-21-it-s-actually-happening.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
2025-12-21,portfolio,8EZRjf1lgi0,https://www.youtube.com/watch?v=8EZRjf1lgi0,It's Actually Happening,youtube/transcripts-top/crypto-currently/2025-12-21-it-s-actually-happening.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,8Nx2b5lRZVc,https://www.youtube.com/watch?v=8Nx2b5lRZVc,It's Finally Happening,youtube/transcripts-top/crypto-currently/undated-it-s-finally-happening-8Nx2b5lRZVc.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,8Nx2b5lRZVc,https://www.youtube.com/watch?v=8Nx2b5lRZVc,It's Finally Happening,youtube/transcripts-top/crypto-currently/undated-it-s-finally-happening-8Nx2b5lRZVc.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
2026-02-14,portfolio,8YLBqgcEA0g,https://www.youtube.com/watch?v=8YLBqgcEA0g,I'm Buying More,youtube/transcripts-top/crypto-currently/2026-02-14-i-m-buying-more.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
2026-02-14,portfolio,8YLBqgcEA0g,https://www.youtube.com/watch?v=8YLBqgcEA0g,I'm Buying More,youtube/transcripts-top/crypto-currently/2026-02-14-i-m-buying-more.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
,,8_MeiEiC6OQ,https://www.youtube.com/watch?v=8_MeiEiC6OQ,The Final Shakeout,youtube/transcripts-top/crypto-currently/undated-the-final-shakeout-8_MeiEiC6OQ.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,8_MeiEiC6OQ,https://www.youtube.com/watch?v=8_MeiEiC6OQ,The Final Shakeout,youtube/transcripts-top/crypto-currently/undated-the-final-shakeout-8_MeiEiC6OQ.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,8_MeiEiC6OQ,https://www.youtube.com/watch?v=8_MeiEiC6OQ,The Final Shakeout,youtube/transcripts-top/crypto-currently/undated-the-final-shakeout-8_MeiEiC6OQ.md,crypto-currently,crypto-currently,SOL,,medium,spot,0.9
,,8_MeiEiC6OQ,https://www.youtube.com/watch?v=8_MeiEiC6OQ,The Final Shakeout,youtube/transcripts-top/crypto-currently/undated-the-final-shakeout-8_MeiEiC6OQ.md,crypto-currently,crypto-currently,USD,,large,cash,0.9
,,8u68RCadFIQ,https://www.youtube.com/watch?v=8u68RCadFIQ,The Liquidity Sponge,youtube/transcripts-top/crypto-currently/undated-the-liquidity-sponge.md,crypto-currently,crypto-currently,USD,,medium,cash,0.7
,,9Z3tGt1SwMk,https://www.youtube.com/watch?v=9Z3tGt1SwMk,Don't Make This Mistake,youtube/transcripts-top/crypto-currently/undated-don-t-make-this-mistake-9Z3tGt1SwMk.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,9Z3tGt1SwMk,https://www.youtube.com/watch?v=9Z3tGt1SwMk,Don't Make This Mistake,youtube/transcripts-top/crypto-currently/undated-don-t-make-this-mistake-9Z3tGt1SwMk.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,9Z3tGt1SwMk,https://www.youtube.com/watch?v=9Z3tGt1SwMk,Don't Make This Mistake,youtube/transcripts-top/crypto-currently/undated-don-t-make-this-mistake-9Z3tGt1SwMk.md,crypto-currently,crypto-currently,SOL,,,spot,0.7
,,9Z3tGt1SwMk,https://www.youtube.com/watch?v=9Z3tGt1SwMk,Don't Make This Mistake,youtube/transcripts-top/crypto-currently/undated-don-t-make-this-mistake-9Z3tGt1SwMk.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
,,A22wmrC2xhA,https://www.youtube.com/watch?v=A22wmrC2xhA,The Moment Of Truth,youtube/transcripts-top/crypto-currently/undated-the-moment-of-truth-A22wmrC2xhA.md,crypto-currently,crypto-currently,BTC,,medium,spot,0.9
,,A22wmrC2xhA,https://www.youtube.com/watch?v=A22wmrC2xhA,The Moment Of Truth,youtube/transcripts-top/crypto-currently/undated-the-moment-of-truth-A22wmrC2xhA.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,A22wmrC2xhA,https://www.youtube.com/watch?v=A22wmrC2xhA,The Moment Of Truth,youtube/transcripts-top/crypto-currently/undated-the-moment-of-truth-A22wmrC2xhA.md,crypto-currently,crypto-currently,SOL,,medium,spot,0.9
,,A22wmrC2xhA,https://www.youtube.com/watch?v=A22wmrC2xhA,The Moment Of Truth,youtube/transcripts-top/crypto-currently/undated-the-moment-of-truth-A22wmrC2xhA.md,crypto-currently,crypto-currently,USD,,medium,cash,0.9
2025-11-21,portfolio,A7KDQ85Vo50,https://www.youtube.com/watch?v=A7KDQ85Vo50,The Big Break,youtube/transcripts-top/crypto-currently/2025-11-21-the-big-break.md,crypto-currently,crypto-currently,BTC,,,spot,0.9
2025-11-21,portfolio,A7KDQ85Vo50,https://www.youtube.com/watch?v=A7KDQ85Vo50,The Big Break,youtube/transcripts-top/crypto-currently/2025-11-21-the-big-break.md,crypto-currently,crypto-currently,ETH,,,spot,0.9
2025-11-21,portfolio,A7KDQ85Vo50,https://www.youtube.com/watch?v=A7KDQ85Vo50,The Big Break,youtube/transcripts-top/crypto-currently/2025-11-21-the-big-break.md,crypto-currently,crypto-currently,USD,,,cash,0.5
,,Asl7s50yems,https://www.youtube.com/watch?v=Asl7s50yems,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up-Asl7s50yems.md,crypto-currently,crypto-currently,BTC,,large,spot,0.9
,,Asl7s50yems,https://www.youtube.com/watch?v=Asl7s50yems,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up-Asl7s50yems.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
,,Asl7s50yems,https://www.youtube.com/watch?v=Asl7s50yems,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up-Asl7s50yems.md,crypto-currently,crypto-currently,USD,,medium,cash,0.8
,,B2NDGsazOV0,https://www.youtube.com/watch?v=B2NDGsazOV0,I Can't Believe It,youtube/transcripts-top/crypto-currently/undated-i-can-t-believe-it-B2NDGsazOV0.md,crypto-currently,crypto-currently,BTC,,large,spot,0.9
,,B2NDGsazOV0,https://www.youtube.com/watch?v=B2NDGsazOV0,I Can't Believe It,youtube/transcripts-top/crypto-currently/undated-i-can-t-believe-it-B2NDGsazOV0.md,crypto-currently,crypto-currently,ETH,,medium,spot,0.9
,,B2NDGsazOV0,https://www.youtube.com/watch?v=B2NDGsazOV0,I Can't Believe It,youtube/transcripts-top/crypto-currently/undated-i-can-t-believe-it-B2NDGsazOV0.md,crypto-currently,crypto-currently,SOL,,small,spot,0.7
